 ID,PARAM,Date,Flow
05UE005,1,5/18/1961,1990
05UE005,1,5/19/1961,1980
05UE005,1,5/20/1961,1910
05UE005,1,5/21/1961,1910
05UE005,1,5/22/1961,1910
05UE005,1,5/23/1961,1920
05UE005,1,5/24/1961,1980
05UE005,1,5/25/1961,1980
05UE005,1,5/26/1961,2050
05UE005,1,5/27/1961,2100
05UE005,1,5/28/1961,2070
05UE005,1,5/29/1961,2070
05UE005,1,5/30/1961,2070
05UE005,1,5/31/1961,2070
05UE005,1,6/1/1961,2070
05UE005,1,6/2/1961,2060
05UE005,1,6/3/1961,2060
05UE005,1,6/4/1961,2070
05UE005,1,6/5/1961,2080
05UE005,1,6/6/1961,2060
05UE005,1,6/7/1961,2030
05UE005,1,6/8/1961,2060
05UE005,1,6/9/1961,2020
05UE005,1,6/10/1961,1970
05UE005,1,6/11/1961,1950
05UE005,1,6/12/1961,1970
05UE005,1,6/13/1961,1850
05UE005,1,6/14/1961,1840
05UE005,1,6/15/1961,1930
05UE005,1,6/16/1961,1760
05UE005,1,6/17/1961,1700
05UE005,1,6/18/1961,1620
05UE005,1,6/19/1961,1670
05UE005,1,6/20/1961,1870
05UE005,1,6/21/1961,1830
05UE005,1,6/22/1961,1800
05UE005,1,6/23/1961,1950
05UE005,1,6/24/1961,1940
05UE005,1,6/25/1961,1930
05UE005,1,6/26/1961,1910
05UE005,1,6/27/1961,1910
05UE005,1,6/28/1961,2000
05UE005,1,6/29/1961,2120
05UE005,1,6/30/1961,2120
05UE005,1,7/1/1961,2020
05UE005,1,7/2/1961,2060
05UE005,1,7/3/1961,2040
05UE005,1,7/4/1961,2080
05UE005,1,7/5/1961,2110
05UE005,1,7/6/1961,2060
05UE005,1,7/7/1961,2140
05UE005,1,7/8/1961,2280
05UE005,1,7/9/1961,2190
05UE005,1,7/10/1961,2180
05UE005,1,7/11/1961,2170
05UE005,1,7/12/1961,2170
05UE005,1,7/13/1961,2120
05UE005,1,7/14/1961,2100
05UE005,1,7/15/1961,2060
05UE005,1,7/16/1961,2070
05UE005,1,7/17/1961,2040
05UE005,1,7/18/1961,2080
05UE005,1,7/19/1961,2110
05UE005,1,7/20/1961,2040
05UE005,1,7/21/1961,2030
05UE005,1,7/22/1961,2020
05UE005,1,7/23/1961,1990
05UE005,1,7/24/1961,1910
05UE005,1,7/25/1961,2010
05UE005,1,7/26/1961,2010
05UE005,1,7/27/1961,2090
05UE005,1,7/28/1961,2030
05UE005,1,7/29/1961,1940
05UE005,1,7/30/1961,1950
05UE005,1,7/31/1961,2040
05UE005,1,8/1/1961,2110
05UE005,1,8/2/1961,2560
05UE005,1,8/3/1961,2310
05UE005,1,8/4/1961,2220
05UE005,1,8/5/1961,2260
05UE005,1,8/6/1961,2180
05UE005,1,8/7/1961,2120
05UE005,1,8/8/1961,2110
05UE005,1,8/9/1961,2050
05UE005,1,8/10/1961,1940
05UE005,1,8/11/1961,2070
05UE005,1,8/12/1961,1960
05UE005,1,8/13/1961,1940
05UE005,1,8/14/1961,1990
05UE005,1,8/15/1961,1920
05UE005,1,8/16/1961,1990
05UE005,1,8/17/1961,1820
05UE005,1,8/18/1961,1880
05UE005,1,8/19/1961,1850
05UE005,1,8/20/1961,1880
05UE005,1,8/21/1961,1890
05UE005,1,8/22/1961,1930
05UE005,1,8/23/1961,1870
05UE005,1,8/24/1961,1870
05UE005,1,8/25/1961,1870
05UE005,1,8/26/1961,1820
05UE005,1,8/27/1961,1830
05UE005,1,8/28/1961,1820
05UE005,1,8/29/1961,1830
05UE005,1,8/30/1961,1820
05UE005,1,8/31/1961,1860
05UE005,1,9/1/1961,1890
05UE005,1,9/2/1961,2000
05UE005,1,9/3/1961,2020
05UE005,1,9/4/1961,2070
05UE005,1,9/5/1961,2080
05UE005,1,9/6/1961,2120
05UE005,1,9/7/1961,2100
05UE005,1,9/8/1961,2070
05UE005,1,9/9/1961,2020
05UE005,1,9/10/1961,2070
05UE005,1,9/11/1961,1940
05UE005,1,9/12/1961,1900
05UE005,1,9/13/1961,1860
05UE005,1,9/14/1961,1800
05UE005,1,9/15/1961,1800
05UE005,1,9/16/1961,1830
05UE005,1,9/17/1961,1850
05UE005,1,9/18/1961,1790
05UE005,1,9/19/1961,1670
05UE005,1,9/20/1961,1720
05UE005,1,9/21/1961,1710
05UE005,1,9/22/1961,1700
05UE005,1,9/23/1961,1700
05UE005,1,9/24/1961,1710
05UE005,1,9/25/1961,1680
05UE005,1,9/26/1961,1570
05UE005,1,9/27/1961,1660
05UE005,1,9/28/1961,1690
05UE005,1,9/29/1961,1680
05UE005,1,9/30/1961,1650
05UE005,1,10/1/1961,1650
05UE005,1,10/2/1961,1690
05UE005,1,10/3/1961,1680
05UE005,1,10/4/1961,1710
05UE005,1,10/5/1961,1730
05UE005,1,10/6/1961,1680
05UE005,1,10/7/1961,1750
05UE005,1,10/8/1961,1890
05UE005,1,10/9/1961,1890
05UE005,1,10/10/1961,1920
05UE005,1,10/11/1961,1610
05UE005,1,10/12/1961,1500
05UE005,1,10/13/1961,1600
05UE005,1,10/14/1961,1620
05UE005,1,10/15/1961,1610
05UE005,1,10/16/1961,1600
05UE005,1,10/17/1961,1560
05UE005,1,10/18/1961,1580
05UE005,1,10/19/1961,1590
05UE005,1,10/20/1961,1460
05UE005,1,10/21/1961,1480
05UE005,1,10/22/1961,1540
05UE005,1,10/23/1961,1540
05UE005,1,10/24/1961,1590
05UE005,1,10/25/1961,1570
05UE005,1,10/26/1961,1550
05UE005,1,10/27/1961,1540
05UE005,1,10/28/1961,1550
05UE005,1,10/29/1961,1580
05UE005,1,10/30/1961,1650
05UE005,1,10/31/1961,1630
05UE005,1,11/1/1961,1570
05UE005,1,11/2/1961,1520
05UE005,1,11/3/1961,1530
05UE005,1,11/4/1961,1550
05UE005,1,11/5/1961,1570
05UE005,1,11/6/1961,1570
05UE005,1,11/7/1961,1440
05UE005,1,11/8/1961,1270
05UE005,1,11/9/1961,1300
05UE005,1,11/10/1961,1300
05UE005,1,11/11/1961,1330
05UE005,1,11/12/1961,1330
05UE005,1,11/13/1961,1370
05UE005,1,11/14/1961,1380
05UE005,1,11/15/1961,1380
05UE005,1,11/16/1961,1340
05UE005,1,11/17/1961,1330
05UE005,1,11/18/1961,1350
05UE005,1,11/19/1961,1320
05UE005,1,11/20/1961,1260
05UE005,1,11/21/1961,1270
05UE005,1,11/22/1961,1230
05UE005,1,11/23/1961,1200
05UE005,1,11/24/1961,1210
05UE005,1,11/25/1961,1230
05UE005,1,11/26/1961,1240
05UE005,1,11/27/1961,1240
05UE005,1,11/28/1961,1250
05UE005,1,11/29/1961,1160
05UE005,1,11/30/1961,1200
05UE005,1,12/1/1961,1140
05UE005,1,12/2/1961,1220
05UE005,1,12/3/1961,1150
05UE005,1,12/4/1961,1130
05UE005,1,12/5/1961,1130
05UE005,1,12/6/1961,1080
05UE005,1,12/7/1961,1110
05UE005,1,12/8/1961,994
05UE005,1,12/9/1961,971
05UE005,1,12/10/1961,971
05UE005,1,12/11/1961,951
05UE005,1,12/12/1961,1040
05UE005,1,12/13/1961,1010
05UE005,1,12/14/1961,980
05UE005,1,12/15/1961,980
05UE005,1,12/16/1961,940
05UE005,1,12/17/1961,929
05UE005,1,12/18/1961,946
05UE005,1,12/19/1961,940
05UE005,1,12/20/1961,881
05UE005,1,12/21/1961,949
05UE005,1,12/22/1961,926
05UE005,1,12/23/1961,917
05UE005,1,12/24/1961,951
05UE005,1,12/25/1961,960
05UE005,1,12/26/1961,1020
05UE005,1,12/27/1961,1040
05UE005,1,12/28/1961,1060
05UE005,1,12/29/1961,1060
05UE005,1,12/30/1961,1050
05UE005,1,12/31/1961,1060
05UE005,1,1/1/1962,1070
05UE005,1,1/2/1962,1080
05UE005,1,1/3/1962,1040
05UE005,1,1/4/1962,1010
05UE005,1,1/5/1962,1040
05UE005,1,1/6/1962,1010
05UE005,1,1/7/1962,1000
05UE005,1,1/8/1962,1030
05UE005,1,1/9/1962,1020
05UE005,1,1/10/1962,1040
05UE005,1,1/11/1962,1060
05UE005,1,1/12/1962,1040
05UE005,1,1/13/1962,1020
05UE005,1,1/14/1962,988
05UE005,1,1/15/1962,994
05UE005,1,1/16/1962,997
05UE005,1,1/17/1962,1020
05UE005,1,1/18/1962,974
05UE005,1,1/19/1962,968
05UE005,1,1/20/1962,954
05UE005,1,1/21/1962,906
05UE005,1,1/22/1962,906
05UE005,1,1/23/1962,906
05UE005,1,1/24/1962,929
05UE005,1,1/25/1962,892
05UE005,1,1/26/1962,906
05UE005,1,1/27/1962,895
05UE005,1,1/28/1962,872
05UE005,1,1/29/1962,869
05UE005,1,1/30/1962,892
05UE005,1,1/31/1962,883
05UE005,1,2/1/1962,847
05UE005,1,2/2/1962,810
05UE005,1,2/3/1962,838
05UE005,1,2/4/1962,932
05UE005,1,2/5/1962,892
05UE005,1,2/6/1962,895
05UE005,1,2/7/1962,900
05UE005,1,2/8/1962,892
05UE005,1,2/9/1962,855
05UE005,1,2/10/1962,920
05UE005,1,2/11/1962,881
05UE005,1,2/12/1962,929
05UE005,1,2/13/1962,858
05UE005,1,2/14/1962,883
05UE005,1,2/15/1962,960
05UE005,1,2/16/1962,886
05UE005,1,2/17/1962,878
05UE005,1,2/18/1962,881
05UE005,1,2/19/1962,889
05UE005,1,2/20/1962,889
05UE005,1,2/21/1962,889
05UE005,1,2/22/1962,892
05UE005,1,2/23/1962,892
05UE005,1,2/24/1962,889
05UE005,1,2/25/1962,881
05UE005,1,2/26/1962,878
05UE005,1,2/27/1962,886
05UE005,1,2/28/1962,889
05UE005,1,3/1/1962,883
05UE005,1,3/2/1962,872
05UE005,1,3/3/1962,864
05UE005,1,3/4/1962,847
05UE005,1,3/5/1962,838
05UE005,1,3/6/1962,816
05UE005,1,3/7/1962,804
05UE005,1,3/8/1962,878
05UE005,1,3/9/1962,872
05UE005,1,3/10/1962,835
05UE005,1,3/11/1962,824
05UE005,1,3/12/1962,804
05UE005,1,3/13/1962,807
05UE005,1,3/14/1962,793
05UE005,1,3/15/1962,776
05UE005,1,3/16/1962,767
05UE005,1,3/17/1962,753
05UE005,1,3/18/1962,782
05UE005,1,3/19/1962,776
05UE005,1,3/20/1962,750
05UE005,1,3/21/1962,765
05UE005,1,3/22/1962,759
05UE005,1,3/23/1962,793
05UE005,1,3/24/1962,796
05UE005,1,3/25/1962,773
05UE005,1,3/26/1962,767
05UE005,1,3/27/1962,765
05UE005,1,3/28/1962,934
05UE005,1,3/29/1962,767
05UE005,1,3/30/1962,770
05UE005,1,3/31/1962,883
05UE005,1,4/1/1962,807
05UE005,1,4/2/1962,801
05UE005,1,4/3/1962,813
05UE005,1,4/4/1962,804
05UE005,1,4/5/1962,787
05UE005,1,4/6/1962,756
05UE005,1,4/7/1962,753
05UE005,1,4/8/1962,748
05UE005,1,4/9/1962,770
05UE005,1,4/10/1962,745
05UE005,1,4/11/1962,790
05UE005,1,4/12/1962,799
05UE005,1,4/13/1962,767
05UE005,1,4/14/1962,742
05UE005,1,4/15/1962,756
05UE005,1,4/16/1962,748
05UE005,1,4/17/1962,779
05UE005,1,4/18/1962,779
05UE005,1,4/19/1962,793
05UE005,1,4/20/1962,787
05UE005,1,4/21/1962,790
05UE005,1,4/22/1962,765
05UE005,1,4/23/1962,813
05UE005,1,4/24/1962,776
05UE005,1,4/25/1962,787
05UE005,1,4/26/1962,773
05UE005,1,4/27/1962,784
05UE005,1,4/28/1962,813
05UE005,1,4/29/1962,816
05UE005,1,4/30/1962,855
05UE005,1,5/1/1962,957
05UE005,1,5/2/1962,980
05UE005,1,5/3/1962,1000
05UE005,1,5/4/1962,1020
05UE005,1,5/5/1962,1030
05UE005,1,5/6/1962,1110
05UE005,1,5/7/1962,1160
05UE005,1,5/8/1962,1210
05UE005,1,5/9/1962,1270
05UE005,1,5/10/1962,1360
05UE005,1,5/11/1962,1410
05UE005,1,5/12/1962,1500
05UE005,1,5/13/1962,1620
05UE005,1,5/14/1962,1790
05UE005,1,5/15/1962,1880
05UE005,1,5/16/1962,1910
05UE005,1,5/17/1962,1950
05UE005,1,5/18/1962,2020
05UE005,1,5/19/1962,2180
05UE005,1,5/20/1962,2070
05UE005,1,5/21/1962,2020
05UE005,1,5/22/1962,2110
05UE005,1,5/23/1962,2100
05UE005,1,5/24/1962,2050
05UE005,1,5/25/1962,2040
05UE005,1,5/26/1962,2040
05UE005,1,5/27/1962,1960
05UE005,1,5/28/1962,1990
05UE005,1,5/29/1962,1900
05UE005,1,5/30/1962,1790
05UE005,1,5/31/1962,1880
05UE005,1,6/1/1962,1970
05UE005,1,6/2/1962,2020
05UE005,1,6/3/1962,2010
05UE005,1,6/4/1962,1950
05UE005,1,6/5/1962,1970
05UE005,1,6/6/1962,2000
05UE005,1,6/7/1962,1950
05UE005,1,6/8/1962,1970
05UE005,1,6/9/1962,1950
05UE005,1,6/10/1962,1930
05UE005,1,6/11/1962,2000
05UE005,1,6/12/1962,1960
05UE005,1,6/13/1962,1990
05UE005,1,6/14/1962,2000
05UE005,1,6/15/1962,1990
05UE005,1,6/16/1962,2010
05UE005,1,6/17/1962,1990
05UE005,1,6/18/1962,2000
05UE005,1,6/19/1962,1990
05UE005,1,6/20/1962,1990
05UE005,1,6/21/1962,2090
05UE005,1,6/22/1962,2070
05UE005,1,6/23/1962,1990
05UE005,1,6/24/1962,1990
05UE005,1,6/25/1962,2000
05UE005,1,6/26/1962,2060
05UE005,1,6/27/1962,2070
05UE005,1,6/28/1962,2140
05UE005,1,6/29/1962,2010
05UE005,1,6/30/1962,2060
05UE005,1,7/1/1962,2060
05UE005,1,7/2/1962,2050
05UE005,1,7/3/1962,2140
05UE005,1,7/4/1962,2160
05UE005,1,7/5/1962,2130
05UE005,1,7/6/1962,2120
05UE005,1,7/7/1962,2050
05UE005,1,7/8/1962,2070
05UE005,1,7/9/1962,2140
05UE005,1,7/10/1962,2130
05UE005,1,7/11/1962,2170
05UE005,1,7/12/1962,2160
05UE005,1,7/13/1962,2140
05UE005,1,7/14/1962,2120
05UE005,1,7/15/1962,2090
05UE005,1,7/16/1962,2100
05UE005,1,7/17/1962,2090
05UE005,1,7/18/1962,2170
05UE005,1,7/19/1962,2180
05UE005,1,7/20/1962,2210
05UE005,1,7/21/1962,2180
05UE005,1,7/22/1962,2160
05UE005,1,7/23/1962,2170
05UE005,1,7/24/1962,2070
05UE005,1,7/25/1962,1910
05UE005,1,7/26/1962,2060
05UE005,1,7/27/1962,2090
05UE005,1,7/28/1962,2040
05UE005,1,7/29/1962,2060
05UE005,1,7/30/1962,2140
05UE005,1,7/31/1962,2150
05UE005,1,8/1/1962,2140
05UE005,1,8/2/1962,2140
05UE005,1,8/3/1962,2110
05UE005,1,8/4/1962,2090
05UE005,1,8/5/1962,2130
05UE005,1,8/6/1962,2060
05UE005,1,8/7/1962,2020
05UE005,1,8/8/1962,2070
05UE005,1,8/9/1962,2220
05UE005,1,8/10/1962,2290
05UE005,1,8/11/1962,2320
05UE005,1,8/12/1962,2140
05UE005,1,8/13/1962,2080
05UE005,1,8/14/1962,2150
05UE005,1,8/15/1962,2180
05UE005,1,8/16/1962,2100
05UE005,1,8/17/1962,2060
05UE005,1,8/18/1962,2050
05UE005,1,8/19/1962,2050
05UE005,1,8/20/1962,2110
05UE005,1,8/21/1962,2140
05UE005,1,8/22/1962,2110
05UE005,1,8/23/1962,2100
05UE005,1,8/24/1962,2140
05UE005,1,8/25/1962,2140
05UE005,1,8/26/1962,2140
05UE005,1,8/27/1962,2140
05UE005,1,8/28/1962,2010
05UE005,1,8/29/1962,2230
05UE005,1,8/30/1962,2260
05UE005,1,8/31/1962,2280
05UE005,1,9/1/1962,2300
05UE005,1,9/2/1962,2330
05UE005,1,9/3/1962,2330
05UE005,1,9/4/1962,2370
05UE005,1,9/5/1962,2470
05UE005,1,9/6/1962,2390
05UE005,1,9/7/1962,2240
05UE005,1,9/8/1962,2040
05UE005,1,9/9/1962,2190
05UE005,1,9/10/1962,2250
05UE005,1,9/11/1962,2250
05UE005,1,9/12/1962,2230
05UE005,1,9/13/1962,2220
05UE005,1,9/14/1962,2310
05UE005,1,9/15/1962,2290
05UE005,1,9/16/1962,2200
05UE005,1,9/17/1962,2180
05UE005,1,9/18/1962,2160
05UE005,1,9/19/1962,2050
05UE005,1,9/20/1962,2030
05UE005,1,9/21/1962,1970
05UE005,1,9/22/1962,1970
05UE005,1,9/23/1962,1970
05UE005,1,9/24/1962,1930
05UE005,1,9/25/1962,1920
05UE005,1,9/26/1962,1900
05UE005,1,9/27/1962,1980
05UE005,1,9/28/1962,2020
05UE005,1,9/29/1962,2060
05UE005,1,9/30/1962,2030
05UE005,1,10/1/1962,2020
05UE005,1,10/2/1962,2140
05UE005,1,10/3/1962,2130
05UE005,1,10/4/1962,2200
05UE005,1,10/5/1962,2290
05UE005,1,10/6/1962,2300
